"company_id","company_name","year","country","city","consolidation_code","nace_code","icb_code","sic_code","total_assets_eur","total_liabilities_eur","total_equity_eur","total_revenue_eur","net_sales_eur","gross_sales_eur","net_income_eur","ebit_margin_pct","ebitda_margin_pct","roa_pct","roe_pct","net_assets_turnover","stock_turnover","solvency_pct","gearing_pct","current_ratio","liquidity_ratio","shareholders_liq_pct","interest_cover"
"METRO AGDE6270124787IC","METRO AG",2021,"Germany","DUSSELDORF","C2",5186,5337,506,12819000,10972000,1847000,25824000,24765000,24765000,197000,0.86,4.45,0.31,-3.03,3.98,13.15,14.41,255.71,0.76,0.45,0.4,0.67
"METRO AGDE6270124787IU","METRO AG",2021,"Germany","DUSSELDORF","U2",5186,5337,506,11380000,5702000,5678000,704000,358000,358000,0,-83.66,-7.1,-6.75,-14.39,0.09,NA,49.89,44.72,0.74,NA,2.24,-1.69
"METRO AGDE6270124787IU","METRO AG",2021,"Germany","DUSSELDORF","U2",5186,5337,506,10572000,5153000,5419000,654000,334000,334000,0,-0.61,14.07,0.11,-0.07,0.09,NA,51.26,33.51,0.48,NA,3.08,0.49
"FRESENIUS SE & CO. KGAADE6290014544IC","FRESENIUS SE & CO. KGAA",2021,"Germany","BAD HOMBURG V.D.H.","C2",3310,4533,384,66646000,40623000,26023000,36675000,36277000,36277000,2823000,11.96,16.96,5.59,6.56,0.69,9.3,39.05,110.61,1.19,0.89,0.95,5.83
"FRESENIUS SE & CO. KGAADE6290014544IC","FRESENIUS SE & CO. KGAA",2021,"Germany","BAD HOMBURG V.D.H.","C2",3310,4533,384,71962000,42674000,29288000,37901000,37520000,37520000,2819000,10.97,15.64,5.07,6.21,0.67,8.99,40.7,105.59,1.16,0.88,1.06,6.6
"STADA-ARZNEIMITTEL AGDE6290015517IC","STADA-ARZNEIMITTEL AG",2021,"Germany","BAD VILBEL","C1",2442,4577,283,5258197,4240846,1017351,3037158,3010315,3010315,181899,13.23,21.82,4.19,16.45,0.77,3.66,19.35,302.64,1.48,0.84,0.35,3.97
"TRAUMHAUS AGDE6290101684IC","TRAUMHAUS AG",2021,"Germany","WIESBADEN","C2",7031,3728,653,119260,90816,28444,87265,85808,85808,3536,9.81,11.39,5.05,12.43,0.93,1.2,23.85,NA,4.32,1.48,0.44,3.47
"TRAUMHAUS AGDE6290101684IC","TRAUMHAUS AG",2021,"Germany","WIESBADEN","C2",7031,3728,653,117477,80538,36939,103171,102150,102150,6501,11.28,12.66,8.2,17.6,1.08,1.72,31.44,NA,4.76,2,0.63,5.72
"TRAUMHAUS AGDE6290101684IU","TRAUMHAUS AG",2021,"Germany","WIESBADEN","U2",7031,3728,653,78191,59796,18395,7040,6688,6688,0,5.14,6.08,-0.98,-3.34,0.22,0.17,23.53,203.24,1.47,0.55,1.35,0.21
"TRAUMHAUS AGDE6290101684IU","TRAUMHAUS AG",2021,"Germany","WIESBADEN","U2",7031,3728,653,71909,47676,24233,35625,35493,35493,0,19.26,19.56,7.95,15.87,0.82,1.27,33.7,134.5,2.15,1.17,1.27,3.28
"MEDIQON GROUP AGDE6290138864IC","MEDIQON GROUP AG",2021,"Germany","KÖNIGSTEIN IM TAUNUS","C2",5190,9537,504,103548,103548,NA,103548,103548,103548,NA,100,100,100,NA,NA,NA,NA,NA,1,NA,NA,NA
"MEDIQON GROUP AGDE6290138864IU","MEDIQON GROUP AG",2021,"Germany","KÖNIGSTEIN IM TAUNUS","U2",5190,9537,504,35388,25384,10004,1088,1078,1078,0,NA,10.2,-6.41,-22.7,0.03,NA,28.27,NA,47.13,NA,0.4,-0.81
"SYZYGY AGDE6290163812IC","SYZYGY AG",2021,"Germany","BAD HOMBURG","C1",7240,9533,737,112612,59025,53587,57705,55521,55521,2083,6.51,16.31,2.93,3.84,0.67,NA,47.59,NA,0.83,NA,1.66,4.39
"SYZYGY AGDE6290163812IC","SYZYGY AG",2021,"Germany","BAD HOMBURG","C1",7240,9533,737,113332,57083,56249,64799,60124,60124,4133,13.7,26.34,4.76,7.15,0.8,NA,49.63,NA,0.82,NA,2.28,10.34
"SCI AGDE6290175731IC","SCI AG",2021,"Germany","USINGEN","C1",6713,8771,609,7843,37,7806,3668,3442,3442,0,9.38,9.43,-1.94,-1.9,0.47,NA,99.53,NA,NA,NA,210.97,NA
"OTRS AGDE6290232604IU","OTRS AG",2021,"Germany","BAD HOMBURG","U1",7260,9537,737,11134,7169,3965,10099,9708,9708,0,17.52,22.93,15.96,30.64,1.88,841.58,35.61,NA,0.78,0.78,2.81,NA
"OTRS AGDE6290232604IU","OTRS AG",2021,"Germany","BAD HOMBURG","U1",7260,9537,737,13374,8350,5024,11397,11043,11043,1194,15.22,21.23,12.84,23.77,1.66,NA,37.57,NA,1.01,1.01,2.71,NA
"AGRARIUS AGDE6290236191IC","AGRARIUS AG",2021,"Germany","BAD HOMBURG VOR DER HOHE","C2",141,3573,78,15167,15804,-637,8314,8325,8325,-1838,-13.18,7.39,-12.11,NA,0.95,2.21,-4.2,NA,0.9,0.32,-0.07,-1.74
"AGRARIUS AGDE6290236191IU","AGRARIUS AG",2021,"Germany","BAD HOMBURG VOR DER HOHE","U2",141,3573,78,9617,5736,3881,132,126,126,0,NA,NA,-4.35,-10.77,0.01,NA,40.36,132.98,7.31,7.31,0.76,-1.67
"MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAADE7030000115IC","MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAA",2021,"Germany","BAD ÜBERKINGEN","C2",1598,3537,208,138307,76588,61719,122854,120857,120857,3283,3.01,12.26,1.86,3.97,0.93,10.11,44.62,114.21,5.02,3.03,0.88,1.44
"MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAADE7030000115IC","MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAA",2021,"Germany","BAD ÜBERKINGEN","C2",1598,3537,208,142170,76952,65218,122050,114234,114234,5957,7.9,17.49,5.72,7.19,0.97,9.08,45.87,NA,3.91,3.11,1.08,3.52
"MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAADE7030000115IU","MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAA",2021,"Germany","BAD ÜBERKINGEN","U2",1598,3537,208,94025,29259,64766,3483,2884,2884,0,-46.86,-31.64,3.17,3.36,0.04,NA,68.88,41.73,16.43,NA,2.4,-1.21
"MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAADE7030000115IU","MINERALBRUNNEN UEBERKINGEN-TEINACH GMBH & CO. KGAA",2021,"Germany","BAD ÜBERKINGEN","U2",1598,3537,208,101788,33089,68699,643,1,1,0,NA,NA,7.43,7.46,0.01,NA,67.49,NA,5.38,NA,3.49,-3.48
"ANDRITZ DEUTSCHLAND HOLDING GMBHDE7030000597IU","ANDRITZ DEUTSCHLAND HOLDING GMBH",2021,"Germany","GOEPPINGEN","U2",2942,2757,354,494199,268678,225521,23379,17373,17373,0,NA,NA,-20.53,-45.2,0.09,NA,45.63,NA,0.33,NA,4.91,-18.18
"TEAMVIEWER AGDE7030136444IC","TEAMVIEWER AG",2021,"Germany","GOEPPINGEN","C2",7260,9537,737,1063425,822714,240711,460870,455614,455614,170385,35.59,44.51,16.02,42.8,0.65,NA,22.64,227.54,0.33,0.33,0.51,7.17
"TEAMVIEWER AGDE7030136444IC","TEAMVIEWER AG",2021,"Germany","GOEPPINGEN","C2",7260,9537,737,1546670,1226583,320087,506136,501097,501097,85389,26.36,36.42,5.52,15.64,0.42,NA,20.7,286.14,1.71,1.71,0.36,6.96
"HEIDELBERGCEMENT AGDE7050000100IC","HEIDELBERGCEMENT AG",2021,"Germany","HEIDELBERG","C2",2651,2353,324,32335300,17786900,14548400,17894500,17605900,17605900,-1937000,-7.59,20.48,-5.07,-14.7,0.68,9.08,44.99,83.79,1.24,0.91,1.22,-3.68
"HEIDELBERGCEMENT AGDE7050000100IC","HEIDELBERGCEMENT AG",2021,"Germany","HEIDELBERG","C2",2651,2353,324,33710900,17051500,16659400,19065300,18719900,18719900,1947300,15.14,22.08,8.4,10.56,0.72,8.62,49.42,63.66,1.16,0.84,1.67,11.8
"HEIDELBERGCEMENT AGDE7050000100IU","HEIDELBERGCEMENT AG",2021,"Germany","HEIDELBERG","U2",2651,2353,324,26522486,14342967,12179519,886055,872030,872030,0,1.5,6.96,-0.14,-0.7,0.05,9.86,45.92,37.74,0.33,0.32,2.7,0.05
"HEIDELBERGCEMENT AGDE7050000100IU","HEIDELBERGCEMENT AG",2021,"Germany","HEIDELBERG","U2",2651,2353,324,27435575,15650555,11785020,949665,936901,936901,0,64.68,5.98,1.56,3.32,0.06,5.52,42.96,30.34,0.34,0.33,3.74,0.03
"HEIDELBERGER DRUCKMASCHINEN AGDE7050000584IC","HEIDELBERGER DRUCKMASCHINEN AG",2021,"Germany","HEIDELBERG","C2",2956,2757,355,2602661,2400238,202423,2407585,2349450,2349450,-343002,-10.26,-3.34,-12.36,-169.45,1.44,3.65,7.78,768.47,1.64,0.93,0.14,-4.38
"HEIDELBERGER DRUCKMASCHINEN AGDE7050000584IC","HEIDELBERGER DRUCKMASCHINEN AG",2021,"Germany","HEIDELBERG","C2",2956,2757,355,2168952,2059909,109043,1984970,1913169,1913169,-42890,1.23,5.16,-1.08,-39.33,1.49,3.66,5.03,NA,1.4,0.74,0.09,0.53
"HEIDELBERGER DRUCKMASCHINEN AGDE7050000584IU","HEIDELBERGER DRUCKMASCHINEN AG",2021,"Germany","HEIDELBERG","U2",2956,2757,355,2350584,1859031,491553,1204722,1108121,1108121,0,-20.35,-9.5,-11.14,-53.6,0.67,3.58,20.91,282.15,1.55,0.93,0.37,-1.76
"HEIDELBERGER DRUCKMASCHINEN AGDE7050000584IU","HEIDELBERGER DRUCKMASCHINEN AG",2021,"Germany","HEIDELBERG","U2",2956,2757,355,2184122,1573313,610809,1015484,876007,876007,0,17.89,10.61,5.7,19.52,0.58,3.68,27.97,204.46,1.55,0.91,0.54,0.86
"SAP SEDE7050001788IAC","SAP SE",2021,"Germany","WALLDORF","C*",7221,9537,737,58464000,28748000,29716000,27338000,27338000,27338000,NA,24.23,33.27,12.35,17.31,0.6,NA,50.83,56.66,1.17,NA,1.87,40.58
"SAP SEDE7050001788IAC","SAP SE",2021,"Germany","WALLDORF","C*",7221,9537,737,71169000,32316000,38853000,27842000,27842000,27842000,NA,16.72,25.62,9.62,13.53,0.51,NA,54.59,49.97,1.24,NA,2.4,33.49
"SAP SEDE7050001788IC","SAP SE",2021,"Germany","WALLDORF","C2",7221,9537,737,58472000,28544000,29928000,27422000,27338000,27338000,5283000,24.15,30.83,12.35,17.19,0.6,NA,51.18,55.53,1.17,1.17,1.91,9.5
"SAP SEDE7050001788IC","SAP SE",2021,"Germany","WALLDORF","C2",7221,9537,737,71169000,29646000,41523000,27885000,27842000,27842000,5376000,16.7,23.07,9.62,12.66,0.51,NA,58.34,39.03,1.24,NA,3.07,4.91
"SNP SCHNEIDER-NEUREITHER & PARTNER SEDE7050127152IC","SNP SCHNEIDER-NEUREITHER & PARTNER SE",2021,"Germany","HEIDELBERG","C2",7222,9537,737,206673,118990,87683,144846,143781,143781,-1838,1.62,7.43,-0.36,-1.73,0.95,NA,42.43,84.55,2.33,2.33,1.35,1.45
"SNP SCHNEIDER-NEUREITHER & PARTNER SEDE7050127152IC","SNP SCHNEIDER-NEUREITHER & PARTNER SE",2021,"Germany","HEIDELBERG","C2",7222,9537,737,266060,163836,102224,170876,166969,166969,602,3.38,9.21,1.74,0.97,0.97,NA,38.42,105.43,1.23,NA,1.38,3.08
"SNP SCHNEIDER-NEUREITHER & PARTNER SEDE7050127152IU","SNP SCHNEIDER-NEUREITHER & PARTNER SE",2021,"Germany","HEIDELBERG","U2",7222,9537,737,178088,72759,105329,34198,33641,33641,0,9.9,-22.73,0.49,0.57,0.22,NA,59.14,57.31,3.41,3.41,1.97,-9.05
"SNP SCHNEIDER-NEUREITHER & PARTNER SEDE7050127152IU","SNP SCHNEIDER-NEUREITHER & PARTNER SE",2021,"Germany","HEIDELBERG","U2",7222,9537,737,211224,98381,112843,34974,34152,34152,0,-3.11,-28.94,0.1,-0.08,0.22,392.97,53.42,69.48,1.2,1.2,2.51,-10.76
"2INVEST AGDE7050151257IU","2INVEST AG",2021,"Germany","HEIDELBERG","U2",7221,4535,737,85565,1064,84501,68420,69,69,55033,82.31,82.33,64.36,65.13,0.8,NA,98.76,NA,NA,NA,139.67,46.24
"2INVEST AGDE7050151257IU","2INVEST AG",2021,"Germany","HEIDELBERG","U2",7221,4535,737,87402,4790,82612,1993,0,0,-1889,46.66,47.37,-2.04,-2.29,0.02,NA,94.52,5.67,16.48,NA,190.35,103.33
"REALTECH AGDE7050158635IC","REALTECH AG",2021,"Germany","WALLDORF","C2",7260,9533,737,12017,2820,9197,9393,9270,9270,-932,-8.91,-4.54,-7.19,-10.13,0.98,NA,76.53,NA,2.76,2.76,22.76,-27
"REALTECH AGDE7050158635IC","REALTECH AG",2021,"Germany","WALLDORF","C2",7260,9533,737,12327,2328,9999,10101,9855,9855,770,9.52,13.05,7.54,7.7,1,NA,81.11,3.33,3.36,NA,81.29,43.73
"REALTECH AGDE7050158635IU","REALTECH AG",2021,"Germany","WALLDORF","U2",7260,9533,737,6038,1233,4805,6524,6497,6497,0,-16.8,-16.43,-18.02,-23.02,1.2,NA,79.58,NA,8.88,NA,7.68,NA
"REALTECH AGDE7050158635IU","REALTECH AG",2021,"Germany","WALLDORF","U2",7260,9533,737,6520,1138,5382,6521,6407,6407,0,5.81,6.21,9.08,10.74,1.1,NA,82.55,NA,9.64,NA,10.21,NA
"DEUTSCHE BALATON AGDE7050188076IC","DEUTSCHE BALATON AG",2021,"Germany","HEIDELBERG","C2",NA,8985,737,703388,154323,549065,102886,97743,97743,117532,-0.49,13.77,21.64,21.55,0.17,30.3,78.06,21.6,1.95,1.92,10.2,-0.18
"DEUTSCHE BALATON AGDE7050188076IU","DEUTSCHE BALATON AG",2021,"Germany","HEIDELBERG","U2",NA,8985,737,339337,131085,208252,6032,558,558,0,-75.38,12.8,12.71,19.98,0.03,NA,61.37,22.34,0.26,NA,18.75,0.19
"HEIDELBERGER BETEILIGUNGSHOLDING AGDE7050246574IC","HEIDELBERGER BETEILIGUNGSHOLDING AG",2021,"Germany","HEIDELBERG","C1",NA,8775,671,24782,1058,23724,24,0,0,-3364,NA,NA,-13.8,-14.18,0,NA,95.73,4.4,15.99,NA,539.18,-33.43
"HEIDELBERGER BETEILIGUNGSHOLDING AGDE7050246574IC","HEIDELBERGER BETEILIGUNGSHOLDING AG",2021,"Germany","HEIDELBERG","C1",NA,8775,671,26912,87,26825,3,NA,NA,3101,NA,NA,11.58,11.56,0,NA,99.68,0.29,NA,NA,348.38,NA
"DEUTSCHE ROHSTOFF AGDE7050267452IC","DEUTSCHE ROHSTOFF AG",2021,"Germany","HEIDELBERG","C2",1110,1777,131,206722,161133,45589,40310,38683,38683,-16099,-23.42,54.62,-10.9,-34.02,0.22,216.72,22.05,294.47,1.27,1.26,0.34,-1.36
"DEUTSCHE ROHSTOFF AGDE7050267452IC","DEUTSCHE ROHSTOFF AG",2021,"Germany","HEIDELBERG","C2",1110,1777,131,264991,184917,80074,74870,73321,73321,26357,22.13,62.62,10.21,30.96,0.32,430.29,30.22,192.59,1.57,1.56,0.52,2.64
"DEUTSCHE ROHSTOFF AGDE7050267452IU","DEUTSCHE ROHSTOFF AG",2021,"Germany","HEIDELBERG","U2",1110,1777,131,143964,115831,28133,6931,347,347,0,39.72,39.86,-4.42,-22.64,0.05,37.26,19.54,NA,23.96,23.79,0.25,0.45
"EKOTECHNIKA AGDE7050314292IC","EKOTECHNIKA AG",2021,"Germany","WALLDORF","C2",2932,NA,352,123926,96338,27588,197746,193840,193840,1739,7.96,9.42,2.27,6.3,6.73,4.56,22.26,133.94,1.04,0.58,15.3,3.34
"EKOTECHNIKA AGDE7050314292IC","EKOTECHNIKA AG",2021,"Germany","WALLDORF","C2",2932,NA,352,146324,101477,44847,247470,243576,243576,14198,7.5,8.76,12.84,31.66,5.38,5.7,30.65,85.78,1.16,0.73,40.19,4.3
"EKOTECHNIKA AGDE7050314292IU","EKOTECHNIKA AG",2021,"Germany","WALLDORF","U2",2932,NA,352,13987,875,13112,0,0,0,0,NA,NA,0,0,0,0,93.74,NA,2.78,2.59,19.51,NA
"SUEDWESTDEUTSCHE SALZWERKE AGDE7070000152IC","SUEDWESTDEUTSCHE SALZWERKE AG",2021,"Germany","HEILBRONN","C2",1430,1775,147,356768,145915,210853,253746,252244,252244,6400,5.65,13.56,2.54,2.98,0.77,8.84,59.1,55.83,3.96,2.96,1.8,2.52
"SUEDWESTDEUTSCHE SALZWERKE AGDE7070000152IC","SUEDWESTDEUTSCHE SALZWERKE AG",2021,"Germany","HEILBRONN","C2",1430,1775,147,418483,179831,238652,344199,341599,341599,44865,17.65,23.65,15.01,18.9,0.92,12.32,57.03,56.44,3.46,2.84,1.78,62.81
"SUEDWESTDEUTSCHE SALZWERKE AGDE7070000152IU","SUEDWESTDEUTSCHE SALZWERKE AG",2021,"Germany","HEILBRONN","U2",1430,1775,147,244849,107485,137364,244990,241785,241785,0,5.83,12.32,3.55,2.67,1.05,8.78,56.1,NA,9.43,6.93,1.43,2.28
"SUEDWESTDEUTSCHE SALZWERKE AGDE7070000152IU","SUEDWESTDEUTSCHE SALZWERKE AG",2021,"Germany","HEILBRONN","U2",1430,1775,147,311259,156980,154279,336626,332145,332145,0,16.57,21.54,16.23,21.86,1.19,12.18,49.57,NA,5.48,4.48,1.19,10.48
"HWA AGDE7070152217IC","HWA AG",2021,"Germany","AFFALTERBACH","C2",3420,3353,371,69288,51160,18128,65995,65567,65567,-11361,-13.89,-9.29,-16.75,-62.67,1.63,1.66,26.16,191.44,1.65,0.26,0.81,-9.28
"HWA AGDE7070152217IC","HWA AG",2021,"Germany","AFFALTERBACH","C2",3420,3353,371,59055,39946,19109,88116,85843,85843,620,1.29,4.57,0.96,3.24,2.6,2.65,32.36,151.36,1.59,0.27,1.29,1.26
"HWA AGDE7070152217IU","HWA AG",2021,"Germany","AFFALTERBACH","U2",3420,3353,371,70188,48714,21474,65393,64993,64993,0,-14.63,-9.99,-15.16,-49.15,1.49,1.84,30.59,161.34,1.85,0.5,0.96,-9.69
"HWA AGDE7070152217IU","HWA AG",2021,"Germany","AFFALTERBACH","U2",3420,3353,371,61455,39695,21760,85600,82923,82923,0,0.99,4.36,0,1.32,2.35,2.91,35.41,132.44,1.72,0.54,1.48,0.94
"R STAHL AGDE7070161670IC","R STAHL AG",2021,"Germany","WALDENBURG","C2",3120,2737,362,256237,208094,48143,252402,246489,246489,-3527,0.52,7.13,-0.51,-7.27,1.36,6.83,18.79,321.4,1.47,0.94,0.35,0.38
"R STAHL AGDE7070161670IC","R STAHL AG",2021,"Germany","WALDENBURG","C2",3120,2737,362,246004,196238,49766,252804,248105,248105,-4927,0.19,6.87,-0.62,-9.86,1.49,6.38,20.23,286.55,1.2,0.68,0.41,0.16
"R STAHL AGDE7070161670IU","R STAHL AG",2021,"Germany","WALDENBURG","U2",3120,2737,362,103838,81325,22513,13351,8622,8622,0,-30.51,-36.46,-11.68,-54.49,0.22,NA,21.68,NA,0.61,NA,0.57,-2.32
"R STAHL AGDE7070161670IU","R STAHL AG",2021,"Germany","WALDENBURG","U2",3120,2737,362,102328,88325,14003,10351,8681,8681,0,-60.5,-80.4,-8.21,-60.77,0.31,NA,13.68,281.49,0.36,NA,0.74,-3.66
"MUELLER - DIE LILA LOGISTIK SEDE7070174446IC","MUELLER - DIE LILA LOGISTIK SE",2021,"Germany","BESIGHEIM-OTTMARSHEIM","C2",6340,2791,478,128453,99174,29279,135210,133025,133025,2574,2.83,17.29,2,4.43,1.48,NA,22.79,220.3,0.81,0.81,0.47,2.77
"MUELLER - DIE LILA LOGISTIK SEDE7070174446IC","MUELLER - DIE LILA LOGISTIK SE",2021,"Germany","BESIGHEIM-OTTMARSHEIM","C2",6340,2791,478,140699,102665,38034,137126,135079,135079,13872,4.32,18.53,9.86,26.53,1.35,NA,27.03,169.31,1.12,1.12,0.6,3.09
"MUELLER - DIE LILA LOGISTIK SEDE7070174446IU","MUELLER - DIE LILA LOGISTIK SE",2021,"Germany","BESIGHEIM-OTTMARSHEIM","U2",6340,2791,478,51876,28227,23649,5678,5419,5419,0,-84.01,-57.77,3.08,5.03,0.13,NA,45.59,100.84,1.95,1.95,1.12,-4.61
"MUELLER - DIE LILA LOGISTIK SEDE7070174446IU","MUELLER - DIE LILA LOGISTIK SE",2021,"Germany","BESIGHEIM-OTTMARSHEIM","U2",6340,2791,478,53789,18892,34897,6109,5413,5413,0,-38.65,-51.02,30.54,36.79,0.13,NA,64.88,40.05,5.65,NA,2.66,-4.18
"BECHTLE AGDE7070210543IC","BECHTLE AG",2021,"Germany","NECKARSULM","C1",7222,5379,737,2687116,1525087,1162029,5845391,5819243,5819243,270705,4.74,6.42,10.07,16.57,3.32,19.38,43.24,53.25,1.87,1.54,1.94,37.82
"BECHTLE AGDE7070210543IC","BECHTLE AG",2021,"Germany","NECKARSULM","C1",7222,5379,737,3019768,1666654,1353114,5339043,5305489,5305489,320500,6.1,8.03,10.61,17.1,2.88,10.39,44.81,39.47,1.74,1.3,2.71,49.08
"MOBOTIX AGDE7090077094IC","MOBOTIX AG",2021,"Germany","LANGMEIL","C2",3162,3745,369,63480,32651,30829,70753,70353,70353,5927,8.91,12.56,9.39,15.17,1.33,2.73,48.56,96.15,4.17,1.64,1.37,30.15
"MOBOTIX AGDE7090077094IC","MOBOTIX AG",2021,"Germany","LANGMEIL","C2",3162,3745,369,70988,40668,30320,62751,62416,62416,-32,0.37,4.91,0.01,-0.2,1.51,2.69,42.71,110.73,1.58,0.79,2.69,1.07
"MOBOTIX AGDE7090077094IU","MOBOTIX AG",2021,"Germany","LANGMEIL","U2",3162,3745,369,69939,32548,37391,65845,65451,65451,0,6.91,10.77,6.02,7.89,1.11,2.68,53.46,78.32,4.03,1.68,1.69,21.77
"MOBOTIX AGDE7090077094IU","MOBOTIX AG",2021,"Germany","LANGMEIL","U2",3162,3745,369,76743,40595,36148,59803,59433,59433,0,-0.83,3.89,-0.92,-2.07,1.27,2.76,47.1,92.28,1.53,0.8,3.27,-2.26
"MONINGER HOLDING AGDE7110002962IC","MONINGER HOLDING AG",2021,"Germany","KARLSRUHE","C2",1596,3533,208,6377,6370,7,9814,9434,9434,-1452,-13.62,-3.4,-22.52,NA,2.1,9.21,0.11,NA,1.8,1.18,0,-13.24
"MONINGER HOLDING AGDE7110002962IU","MONINGER HOLDING AG",2021,"Germany","KARLSRUHE","U2",1596,3533,208,3189,3189,0,5,5,5,0,NA,NA,-45.53,NA,0,NA,0,NA,0.47,NA,0,-4.39
"SINNER AGDE7110039222IU","SINNER AG",2021,"Germany","KARLSRUHE","U1",7020,8733,651,12611,4913,7698,2121,2007,2007,189,17.35,54.36,2.76,2.46,0.18,NA,61.04,51.42,0.31,0.31,2.01,12.68
"ASKNET SOLUTIONS AGDE7110153757IU","ASKNET SOLUTIONS AG",2021,"Germany","KARLSRUHE","U2",7222,9537,737,31753,30991,762,84093,81905,81905,0,-1.17,-0.35,-5.36,-209.45,18.85,NA,2.4,485.56,0.71,0.71,0.21,-0.67
"ENBW ENERGIE BADEN-WUERTTEMBERG AGDE7110175411IC","ENBW ENERGIE BADEN-WUERTTEMBERG AG",2021,"Germany","KARLSRUHE","C1",4011,7535,491,45965000,38196200,7768800,20120800,19694300,20210400,807600,6.08,13.84,2.18,7.67,0.59,17.48,16.9,346.78,1.08,0.98,0.29,1.71
"ENBW ENERGIE BADEN-WUERTTEMBERG AGDE7110175411IC","ENBW ENERGIE BADEN-WUERTTEMBERG AG",2021,"Germany","KARLSRUHE","C1",4011,7535,491,71273200,62773900,8499300,32638700,32147900,32695000,441200,2.2,10.3,0.72,4.27,0.88,14.25,11.92,345.55,1.05,0.99,0.3,1.48
"INIT INNOVATION IN TRAFFIC SYSTEMS SEDE7110213035IC","INIT INNOVATION IN TRAFFIC SYSTEMS SE",2021,"Germany","KARLSRUHE","C2",3320,9578,382,226645,136123,90522,183997,180668,180668,14943,10.66,14.1,8.27,16.49,1.21,5.64,39.94,87.73,1.75,1.31,1.46,19.63
"INIT INNOVATION IN TRAFFIC SYSTEMS SEDE7110213035IC","INIT INNOVATION IN TRAFFIC SYSTEMS SE",2021,"Germany","KARLSRUHE","C2",3320,9578,382,216900,114276,102624,180936,176659,176659,12445,9.51,14.71,7.63,12.1,1.21,5.27,47.31,59.9,1.83,1.32,2.16,16.45
"INIT INNOVATION IN TRAFFIC SYSTEMS SEDE7110213035IU","INIT INNOVATION IN TRAFFIC SYSTEMS SE",2021,"Germany","KARLSRUHE","U2",3320,9578,382,56142,12583,43559,8912,8524,8524,0,-1.96,-3.92,6.35,7.79,0.18,NA,77.59,12.84,0.5,NA,9.19,-13.14
"INIT INNOVATION IN TRAFFIC SYSTEMS SEDE7110213035IU","INIT INNOVATION IN TRAFFIC SYSTEMS SE",2021,"Germany","KARLSRUHE","U2",3320,9578,382,58178,7714,50464,7264,6842,6842,0,NA,-34.2,25.28,24.3,0.13,NA,86.74,11.18,2.58,NA,9.55,-65.86
"LS TELCOM AGDE7110213814IC","LS TELCOM AG",2021,"Germany","LICHTENAU","C2",5184,9537,504,39623,23485,16138,26549,25803,25803,-2507,-3.96,14.34,-7.66,-13.58,0.88,54.52,40.73,95.85,2.04,1.99,1.16,-5.42
"LS TELCOM AGDE7110213814IC","LS TELCOM AG",2021,"Germany","LICHTENAU","C2",5184,9537,504,44491,28124,16367,32639,31585,31585,91,3.41,18.51,2.5,-0.69,1.19,11.14,36.79,88.15,1.37,1.2,1.49,4.34
"LS TELCOM AGDE7110213814IU","LS TELCOM AG",2021,"Germany","LICHTENAU","U2",5184,9537,504,35823,19104,16719,20347,19780,19780,0,-3.53,0.34,-3.13,-6.84,0.68,17.94,46.67,88.72,3.71,3.51,1.25,-4.6
"LS TELCOM AGDE7110213814IU","LS TELCOM AG",2021,"Germany","LICHTENAU","U2",5184,9537,504,38449,25374,13075,20827,20506,20506,0,-14.81,-10.76,-9.73,-28.42,0.89,3.97,34.01,106.13,1.52,1.18,1.26,-13.24
"AEE GOLD AGDE7110300721IC","AEE GOLD AG",2021,"Germany","HEIDELBERG","C2",6713,8771,609,539,37,502,80,0,0,0,-62.5,-62.5,-37.29,-40.04,0.15,NA,93.14,7.37,NA,NA,13.57,NA
"AEE GOLD AGDE7110300721IC","AEE GOLD AG",2021,"Germany","HEIDELBERG","C2",6713,8771,609,4555,1030,3525,43,0,0,0,NA,NA,-7.2,-9.3,0.01,NA,77.39,0.62,3.64,3.64,160.23,-12
"ELEXXION AGDE7130114665IU","ELEXXION AG",2021,"Germany","RADOLFZELL","U1",3310,4535,384,3446,6025,-2579,818,732,732,0,-71.27,-70.05,-19.91,NA,5.49,1.55,-74.84,NA,0.26,0.1,-0.95,-5.66
"DEUTSCHE EIGENHEIM UNION AGDE7130147898IC","DEUTSCHE EIGENHEIM UNION AG",2021,"Germany","BERLIN","C2",4521,3728,152,6673,6666,7,135,65,65,0,NA,NA,-12.12,NA,19.29,0.03,0.1,NA,0.89,0.14,NA,-18.29
"DEUTSCHE EIGENHEIM UNION AGDE7130147898IC","DEUTSCHE EIGENHEIM UNION AG",2021,"Germany","BERLIN","C2",4521,3728,152,41709,7237,34472,4842,4793,4793,-633,-6.4,-3.99,-1.09,-1.84,0.14,0.9,82.65,1.22,0.8,0.02,106.72,-2.15
